Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT470111,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470112,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470113,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470114,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470115,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470116,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470117,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470118,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470119,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470120,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470121,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470122,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470123,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470124,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470125,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470126,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470127,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470128,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470129,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470130,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470131,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470132,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470133,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470134,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470135,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470136,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470137,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470138,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470139,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470140,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470141,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470142,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470143,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470144,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470145,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470146,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470147,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470148,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470149,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470150,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470151,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470152,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470153,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470154,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470155,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470156,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470157,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470158,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470159,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470160,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470161,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470162,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470163,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470164,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470165,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470166,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470167,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470168,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470169,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470170,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470171,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470172,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470173,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470174,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470175,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470176,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470177,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470178,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470179,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,France,Homo sapiens,,2020-03
MT470219,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Colombia,Homo sapiens,,2020-04-02
MT459832,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-24
MT459833,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-20
MT459834,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459835,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459836,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459837,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-29
MT459838,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-28
MT459839,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-20
MT459840,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459841,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-29
MT459842,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459843,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459844,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459845,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-22
MT459846,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-26
MT459847,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Greece: Athens,Homo sapiens,,2020-04-04
MT459848,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-31
MT459849,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-09
MT459850,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459851,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459852,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-11
MT459853,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-11
MT459854,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-11
MT459855,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459856,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459857,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459858,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459859,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459860,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459861,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459862,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Greece: Athens,Homo sapiens,,2020-03-19
MT459863,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-09
MT459864,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-11
MT459865,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459866,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-13
MT459867,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-20
MT459868,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-19
MT459869,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459870,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459871,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459872,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459873,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-13
MT459874,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-13
MT459875,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-13
MT459876,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459877,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459878,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459879,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459880,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459881,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Greece: Athens,Homo sapiens,,2020-03-14
MT459882,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Greece: Athens,Homo sapiens,,2020-03-15
MT459883,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459884,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-16
MT459885,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-17
MT459886,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-17
MT459887,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-18
MT459888,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-18
MT459889,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-12
MT459890,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
MT459891,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-17
MT459892,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-18
MT459893,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-18
MT459894,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-19
MT459895,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-22
MT459896,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-29
MT459897,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-05
MT459898,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-07
MT459899,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-07
MT459900,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-08
MT459901,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-09
MT459902,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459903,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459904,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-28
MT459905,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-23
MT459906,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-18
MT459907,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459908,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459909,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-10
MT459910,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-11
MT459911,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,2020-03-14
